"index","inbag","oob"
1,1,1
2,0.998000667111185,0.997001501500374
3,0.996005331554371,0.994011993994001
4,0.994013985337559,0.9910314505214
5,0.992026620484732,0.98805984420393
6,0.990043229035817,0.985097148243545
7,0.988063803046657,0.982143335922551
8,0.986088334588978,0.97919838060337
9,0.984116815750358,0.976262255728295
10,0.982149238634192,0.973334934819253
11,0.980185595359666,0.970416391477564
12,0.978225878061721,0.967506599383707
13,0.976270078891023,0.964605532297077
14,0.97431819001393,0.961713164055753
15,0.972370203612464,0.958829468576262
16,0.970426111884278,0.95595441985334
17,0.968485907042623,0.953087991959699
18,0.966549581316319,0.950230159045797
19,0.964617126949723,0.947380895339599
20,0.962688536202699,0.944540175146349
21,0.960763801350583,0.941707972848337
22,0.95884291468416,0.938884262904666
23,0.956925868509625,0.936069019851024
24,0.955012655148556,0.933262218299455
25,0.953103266937883,0.930463832938127
26,0.951197696229858,0.927673838531106
27,0.94929593539202,0.924892209918128
28,0.947397976807173,0.922118922014374
29,0.945503812873345,0.919353949810237
30,0.943613436003768,0.916597268371106
31,0.941726838626838,0.913848852837135
32,0.939844013186092,0.911108678423018
33,0.937964952140173,0.908376720417771
34,0.936089647962803,0.905652954184504
35,0.934218093142752,0.9029373551602
36,0.932350280183806,0.900229898855496
37,0.930486201604739,0.89753056085446
38,0.928625849939282,0.89483931681437
39,0.926769217736095,0.892156142465496
40,0.924916297558734,0.889481013610881
41,0.923067081985623,0.886813906126124
42,0.921221563610027,0.884154795959158
43,0.919379735040016,0.881503659130037
44,0.917541588898441,0.878860471730722
45,0.915707117822901,0.876225209924857
46,0.913876314465715,0.873597849947563
47,0.912049171493895,0.870978368105219
48,0.910225681589111,0.868366740775249
49,0.908405837447666,0.86576294440591
50,0.906589631780466,0.863166955516078
51,0.904777057312988,0.860578750695036
52,0.902968106785257,0.857998306602268
53,0.901162772951811,0.85542559996724
54,0.899361048581672,0.852860607589196
55,0.897562926458324,0.850303306336951
56,0.895768399379675,0.847753673148673
57,0.893977460158034,0.845211685031684
58,0.892190101620081,0.842677319062251
59,0.890406316606837,0.840150552385374
60,0.888626097973636,0.837631362214587
61,0.886849438590098,0.835119725831747
62,0.885076331340098,0.832615620586833
63,0.883306769121738,0.830119023897739
64,0.88154074484732,0.827629913250071
65,0.879778251443317,0.825148266196945
66,0.878019281850342,0.822674060358785
67,0.876263829023125,0.820207273423118
68,0.87451188593048,0.817747883144377
69,0.87276344555528,0.815295867343697
70,0.871018500894426,0.812851203908716
71,0.869277044958821,0.810413870793377
72,0.867539070773343,0.807983846017727
73,0.865804571376814,0.805561107667721
74,0.864073539821974,0.803145633895023
75,0.862345969175454,0.800737402916808
76,0.860621852517744,0.798336393015568
77,0.858901182943173,0.795942582538914
78,0.857183953559872,0.793555949899383
79,0.855470157489756,0.791176473574241
80,0.853759787868487,0.78880413210529
81,0.852052837845454,0.786438904098674
82,0.850349300583741,0.784080768224687
83,0.848649169260104,0.78172970321758
84,0.846952437064936,0.779385687875369
85,0.845259097202251,0.777048701059645
86,0.843569142889644,0.774718721695382
87,0.841882567358275,0.772395728770746
88,0.840199363852836,0.77007970133691
89,0.838519525631524,0.767770618507859
90,0.836843045966015,0.765468459460207
91,0.835169918141439,0.763173203433005
92,0.83350013545635,0.760884829727557
93,0.831833691222701,0.758603317707231
94,0.830170578765815,0.756328646797275
95,0.828510791424362,0.754060796484629
96,0.826854322550329,0.751799746317744
97,0.825201165508996,0.749545475906391
98,0.823551313678905,0.747297964921485
99,0.82190476045184,0.745057193094894
100,0.820261499232795,0.742823140219264
101,0.818621523439951,0.74059578614783
102,0.816984826504645,0.738375110794236
103,0.815351401871352,0.736161094132359
104,0.813721242997649,0.73395371619612
105,0.812094343354197,0.731752957079312
106,0.810470696424708,0.729558796935413
107,0.808850295705925,0.727371215977413
108,0.807233134707593,0.725190194477634
109,0.805619206952431,0.72301571276755
110,0.80400850597611,0.720847751237611
111,0.802401025327225,0.718686290337066
112,0.80079675856727,0.716531310573789
113,0.79919569927061,0.714382792514099
114,0.797597841024458,0.712240716782587
115,0.796003177428851,0.710105064061942
116,0.794411702096616,0.707975815092776
117,0.792823408653355,0.705852950673449
118,0.791238290737412,0.703736451659899
119,0.789656341999851,0.701626298965465
120,0.788077556104429,0.699522473560719
121,0.786501926727573,0.697424956473293
122,0.78492944755835,0.695333728787706
123,0.783360112298447,0.693248771645197
124,0.781793914662143,0.691170066243552
125,0.780230848376284,0.689097593836935
126,0.778670907180257,0.687031335735719
127,0.777114084825968,0.68497127330632
128,0.775560375077815,0.682917387971024
129,0.77400977171266,0.680869661207825
130,0.772462268519811,0.678828074550253
131,0.770917859300991,0.67679260958721
132,0.769376537870315,0.674763247962805
133,0.767838298054269,0.672739971376186
134,0.766303133691677,0.670722761581377
135,0.764771038633685,0.66871160038711
136,0.763242006743732,0.666706469656667
137,0.761716031897524,0.664707351307711
138,0.760193107983014,0.662714227312125
139,0.758673228900373,0.660727079695849
140,0.757156388561969,0.658745890538719
141,0.755642580892341,0.656770641974304
142,0.754131799828174,0.654801316189746
143,0.752624039318276,0.652837895425598
144,0.751119293323555,0.650880361975666
145,0.749617555816989,0.648928698186846
146,0.748118820783611,0.646982886458969
147,0.746623082220477,0.645042909244638
148,0.745130334136646,0.643108749049074
149,0.743640570553153,0.641180388429955
150,0.742153785502988,0.639257809997258
151,0.740669973031074,0.637340996413107
152,0.739189127194235,0.635429930391613
153,0.737711242061181,0.633524594698716
154,0.73623631171248,0.631624972152037
155,0.734764330240534,0.629731045620713
156,0.733295291749556,0.627842798025251
157,0.731829190355548,0.625960212337372
158,0.730366020186275,0.624083271579853
159,0.728905775381244,0.622211958826379
160,0.727448450091677,0.620346257201389
161,0.725994038480491,0.618486149879923
162,0.724542534722274,0.616631620087469
163,0.723093933003258,0.614782651099815
164,0.721648227521302,0.612939226242896
165,0.720205412485864,0.611101328892645
166,0.718765482117978,0.609268942474841
167,0.717328430650235,0.607442050464962
